complaint_id,txn_id,user_id,merchant_id,transaction_timestamp,reported_timestamp,disputed_amount,reason_code,complaint_text,resolution_status,bank_response_timestamp,severity,channel
CBK0000148,,USR37395,MCH 3992,2026/02/25,2026/02/28,,customer issue,Suspicious high-value payment disputed by customer.,Closed,09-Mar-2026,Critical,ivr
CBK0002188,TXN00011115,USR83988,MCH3113,,2026/01/03,"₹3,037.16",Customer Dispute,User reports money deducted but merchant denies receiving payment.,PENDING_BANK,2026-01-14 02:37:33,LOW,CHATBOT
CBK0000906,TXN00009979,USR59679,MCH-6645,2026-02-02 22:05:54,04/02/2026,876.91,account hacked,User claims account was compromised before transaction.,Rejected,13-Feb-2026,Medium,App
CBK0001190,TXN00017091,usr51699,MCH7327,17/02/2026,28/02/2026,2254.1,account hacked,User says UPI PIN was not entered by them.,OPEN,2026-03-11 02:20:08,HIGH,App
CBK0000325,TXN00011027,51987,MCH 6810,2026-01-04 03:24:27,2026/01/06,"3,285.50",unauth txn,Customer says txn was not authorized.,IN_PROGRESS,01-16-2026,Medium,App
CBK0002358,TXN00012958,USR-45319,MCH4022,2026-02-23 16:54:56,03/03/2026,1142.21,Duplicate Debit,Customer complaint text unclear due to poor call center notes. call dropped,PENDING_BANK,2026-03-20 03:54:56,L,ivr
CBK0001443,TXN00003853,USR70317,MCH-6921,19/02/2026,02-22-2026,"INR 2,342.78",item not received,PAYMENT MADE TO UNKNOWN MERCHANT AS PER CUSTOMER STATEMENT.,Closed,26-Feb-2026,P3,IVR
CBK0001944,TXN00005059,USR14388,MCH5076,2026-03-10 22:25:51,04-25-2026,4128.34,amount mismatch,CUSTOMER SAYS AMOUNT WAS DEBITED TWICE.,OPEN,2026-04-26 05:25:51,Critical,ivr
CBK0000097,TXN00014288,USR75999,MCH4226,14/03/2026 12:10 PM,13/03/2026,4255.52,dispute raised,Payment made to unknown merchant as per customer statement.,Pending Bank,,M,IVR
CBK0000609,TXN00001796,USR77277,MCH2970,01-06-2026,2026/01/11,,delivery issue,User reports money deducted but merchant denies receiving payment.,Closed,,L,Branch
CBK0000920,txn-00000546,USR20076,MCH2383,03-02-2026,17/04/2026 01:17 PM,INR 427.33,amount mismatch,Complaint received after multiple failed attempts.,PENDING_BANK,2026/04/27,Low,App
CBK0001945,TXN00015576,USR 59679,MCH5013,1772252268,03-03-2026,2182.01,charged twice,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,OPEN,03-07-2026,P2,ivr
CBK0002769,TXN00003447,USR76233,MCH8735,2026/02/19,21-Feb-2026,"₹1,984.96",Wrong Amount,Payment made to unknown merchant as per cust statement.,REJECTED,2026/03/03,M,chatbot
CBK0002138,TXN00000295,USR86497,MCH2786,01-10-2026,16/01/2026,731.69,FRAUD,Customer says amount was debited twice.,WIP,2026/01/30,Low,chatbot
CBK0001973,TXN00013275,USR 71371,MCH9810,19-Mar-2026,2026/03/27,INR 666.32,delivery issue,Complaint received after multiple failed attempts.,PENDING_BANK,04-19-2026,Medium,CHATBOT
CBK0000440,TXN00019212,USR83469,MCH7067,,1768881455,2786.25,login compromised,customer says transaction was not authorized.,Open,1769572655,LOW,Call Center
CBK0001313,TXN00002015,USR70926,MCH8374,24/03/2026,2026-03-26 22:40:05,2615.98,ATO,Merchant service was not delivered after payment.,OPEN,11/04/2026 10:40 PM,CRIT,CHATBOT
CBK0001519,TXN00000459,usr36461,MCH-6850,2026-01-05 01:52:09,1771548729,"₹8,278.26",customer issue,Customer says amount was debited twice.,PENDING_BANK,19/03/2026,HIGH,Call Center
CBK0001704,TXN00005100,USR11419,MCH1320,03-11-2026,19/03/2026 06:04 PM,-3671.61,account hacked,User reports money deducted but merchant denies receiving payment.,In Progress,1774202680,Low,chatbot
CBK0001153,TXN00007272,USR23407,mch9088,13/03/2026 04:40 AM,14/03/2026,Rs. 928,Account Takeover,Merchant service was not delivered after payment.,Pending Bank,2026-03-19 23:40:22,HIGH,chatbot
CBK0000490,txn-00019708,USR89588,MCH9291,1771809724,,"1,943.24",Customer Dispute,customer says amount was debited twice.,Open,18/04/2026 11:22 PM,LOW,Call Center
CBK0000306,TXN00000680,USR-62254,MCH5980,01-26-2026,02/02/2026,INR 589.63,scam,User says UPI PIN was not entered by them.,IN_PROGRESS,1771677342,H,CHATBOT
CBK0001088,TXN00012038,usr_14244,MCH5655,19-Jan-2026,2026/01/23,,double debit,Customer complaint text unclear due to poor call center notes.,CLOSED,,LOW,Email
CBK0002181,TXN00014627,USR 41247,mch7342,02-Mar-2026,04/03/2026,"4,363.55",Customer Dispute,Customer says amount was debited twice.,PENDING_BANK,,MEDIUM,CHATBOT
CBK0000863,TXN00016767,USR90880,MCH2841,2026/03/06,2026-03-07 21:23:05,"Rs. 1,273",Merchant Not Delivered,customer says transaction was not authorized.,CLOSED,04-03-2026,H,Email
CBK0000178,TXN00004134,USR 75133,MCH1949,02-24-2026,,794.23,suspicious transaction,Customer complaint text unclear due to poor call center notes.,OPEN,2026-03-06 06:12:04,P2,IVR
CBK0000340,TXN00006753,USR93690,MCH7199,18-Jan-2026,2026-01-15 19:42:11,-6262.28,merchant service issue,Suspicious high-value payment disputed by customer.,In Progress,16-Jan-2026,Low,App
CBK0001772,TXN00010231,USR49951,MCH4775,2026-01-29 11:52:47,30/01/2026,,unauthorized_transaction,payment made to unknown merchant as per customer statement.,REJECTED,08/02/2026,MEDIUM,App
CBK0002100,TXN00012645,usr65267,MCH1601,30/03/2026,03/04/2026,-1273.59,suspicious transaction,Customer says transaction was not authorized.,Closed,,Low,ivr
CBK0001757,TXN00018643,USR46650,MCH2383,02-16-2026,19/02/2026 04:58 PM,,not delivered,User reports money deducted but merchant denies receiving payment.,Open,16-Mar-2026,L,CHATBOT
CBK0000314,TXN00017581,USR 74438,MCH2757,01-04-2026,1767909384,"1,299.70",suspicious transaction,Customer says transaction was not authorized.,CLOSED,2026/01/11,Critical,chatbot
CBK0002107,TXN00013202,USR27107,MCH9715,29/03/2026,01/04/2026,"Rs. 1,331",ATO,Customer says amount was debited twice.,In Progress,04-21-2026,CRITICAL,ivr
CBK0001444,TXN00003678,USR50434,MCH5076,1767254122,01-04-2026,8722.75,item not received,User claims account was compromised before transaction.,Closed,,High,CHATBOT
CBK0001899,TXN00000835,USR-11194,MCH1631,2026-03-27 15:04:48,03-29-2026,,dispute raised,Suspicious high-value payment disputed by customer.,Rejected,,P4,IVR
CBK0001951,TXN00007053,USR17824,mch8057,26/03/2026 04:44 PM,10-May-2026,3545.44,amount mismatch,User claims account was compromised before transaction.,CLOSED,09/06/2026,H,Branch
CBK0000193,TXN00011628,USR15884,mch9002,10/01/2026,2026-01-13 11:20:14,"6,328.27",dispute raised,Customer complaint text unclear due to poor call center notes.,IN_PROGRESS,2026-01-30 11:20:14,CRITICAL,ivr
CBK0001867,TXN00017191,USR13167,MCH3106,28/03/2026 08:09 PM,01/04/2026 06:09 AM,-13889.45,merchant service issue,CUSTOMER COMPLAINT TEXT UNCLEAR DUE TO POOR CALL CENTER NOTES.,Resolved,22-Apr-2026,Medium,Email
CBK0001712,TXN00007450,usr_20950,MCH 4523,24/03/2026 11:00 AM,23-Apr-2026,-1985.25,delivery issue,Merchant service was not delivered after payment.,PENDING_BANK,24-Apr-2026,HIGH,chatbot
CBK0000165,TXN00013500,USR-82240,MCH3046,1769160780,03-09-2026,-3214.54,charged twice,User reports money deducted but merchant denies receiving payment.,OPEN,16/03/2026 07:33 PM,P4,IVR
CBK0002719,TXN00016715,USR 73639,MCH6051,2026/01/09,14/01/2026,1128.27,suspicious transaction,payment made to unknown merchant as per customer statement.,REJECTED,,Medium,ivr
CBK0001706,TXN00012764,usr22644,MCH1401,03-10-2026,2026-03-18 08:08:27,9737.34,service failed,Complaint received after multiple failed attempts.,Closed,,P3,chatbot
CBK0000945,TXN00003565,usr46365,MCH4473,03-14-2026,14/03/2026,1723.81,ATO,merchant service was not delivered after payment.,REJECTED,2026-04-08 03:51:15,P2,Branch
CBK0001335,TXN00016756,USR44060,mch7471,2026/03/14,14/03/2026,455.72,incorrect amount,Customer complaint text unclear due to poor call center notes.,REJECTED,2026/03/18,Medium,Call Center
CBK0000852,TXN00010668,USR 81745,MCH4420,03-06-2026,1775490749,1305.45,not done by me,Customer says amount was debited twice. NA,PENDING_BANK,25/04/2026,P3,App
CBK0002796,TXN00001679,USR97772,MCH2029,1772180576,1772634176,-705.52,ATO,Complaint received after multiple failed attempts.,WIP,2026/03/17,M,IVR
CBK0000318,TXN00001878,usr10693,MCH5303,2026/03/08,15-Mar-2026,"Rs. 3,834",not delivered,Suspicious high-value payment disputed by customer.,IN_PROGRESS,,High,ivr
CBK0001790,TXN00000533,USR46536,MCH5535,1768759192,03/02/2026,6055.78,fraud,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,OPEN,13/02/2026,MEDIUM,Email
CBK0000283,TXN00017871,USR39576,MCH3354,1768647006,01-Feb-2026,,fraud,Payment made to unknown merchant as per cust statement.,Rejected,,HIGH,ivr
CBK0001613,TXN00012902,USR20076,MCH8345,2026/02/18,02-20-2026,586.88,Merchant Not Delivered,Customer says transaction was not authorized.,PENDING_BANK,2026-03-21 05:15:27,LOW,Email
CBK0002598,TXN00012208,usr54794,MCH2336,2026/01/06,2026/01/09,5802.45,Fraud Suspected,Payment made to unknown merchant as per cust statement.,Closed,01-10-2026,Medium,Branch
CBK0001754,TXN00006873,usr_95486,MCH 1520,12/02/2026,14/02/2026 11:52 AM,,item not received,Customer says amount was debited twice. call dropped,REJECTED,12-Mar-2026,CRIT,Branch
CBK0000642,TXN00009627,USR 88037,MCH-4516,2026/02/04,07-Feb-2026,10535.8,customer issue,Merchant service was not delivered after payment.,IN_PROGRESS,02-09-2026,L,Call Center
CBK0000637,TXN00005214,usr91453,MCH 6014,06/02/2026,07-Feb-2026,,delivery issue,Suspicious high-value payment disputed by customer.,IN_PROGRESS,06-Mar-2026,Medium,chatbot
CBK0001718,TXN33788,usr_58639,mch2757,1767708870,07/01/2026,-664.74,Wrong Amount,User reports money deducted but merchant denies receiving payment.,OPEN,2026-01-26 16:14:30,LOW,Branch
CBK0002437,TXN00007105,usr45914,MCH3247,27/03/2026,27/03/2026 09:16 PM,,Wrong Amount,Payment made to unknown merchant as per customer statement. details missing,Pending Bank,10/04/2026,Medium,Call Center
CBK0000245,TXN00010561,USR45218,MCH 8515,2026-02-05 03:39:40,02-06-2026,INR 865.55,incorrect amount,Customer says amount was debited twice.,RESOLVED,,P4,CHATBOT
CBK0001410,txn-00012186,USR-14130,MCH6048,04-Jan-2026,2026/01/06,4466.44,scam,User says UPI PIN was not entered by them.,WIP,,L,ivr
CBK0001558,TXN00018011,usr_70587,MCH9995,2026-02-12 15:33:24,02-12-2026,550.29,amount mismatch,User claims account was compromised before transaction. NA,PENDING_BANK,07-Mar-2026,L,Email
CBK0000610,TXN00014090,USR65211,MCH6850,24/03/2026 05:38 PM,2026-04-01 06:38:00,848.30,Account Takeover,User says UPI PIN was not entered by them.,Open,,M,ivr
CBK0002304,TXN00005004,USR24536,mch6507,2026-02-25 16:37:09,,"Rs. 1,095",Unauthorized Transaction,Customer says transaction was not authorized.,Resolved,03-23-2026,Medium,Branch
CBK0000205,TXN00009947,USR49302,MCH7335,2026-01-24 11:39:04,1770179944,,UNAUTHORISED,Complaint received after multiple failed attempts.,WIP,05-Mar-2026,CRIT,App
CBK0002141,TXN00009768,USR20378,MCH9291,03-20-2026,1774891710,"Rs. 2,335",unauth txn,User says UPI PIN was not entered by them.,Open,2026/04/03,MEDIUM,App
CBK0002199,TXN83913,USR69345,MCH1289,2026-03-17 20:54:58,1773993298,Rs. 732,charged twice,Payment made to unknown merchant as per customer statement.,PENDING_BANK,2026/03/21,P2,Branch
CBK0000096,TXN00015289,USR24926,MCH9472,29/03/2026 09:32 AM,2026/04/05,"INR 2,649.10",service failed,Payment made to unknown merchant as per customer statement.,Closed,04-26-2026,Low,ivr
CBK0001480,TXN00010969,40561,MCH9717,2026/02/17,2026/02/20,1918.05,merchant service issue,Customer says amount was debited twice. call dropped,Open,04/03/2026,LOW,Call Center
CBK0001125,TXN00011934,USR25357,8928,18/02/2026,,,service failed,User claims account was compromised before transaction.,CLOSED,2026-03-06 11:31:18,P3,Call Center
CBK0000842,TXN00002437,58147,MCH1299,1769506453,02/02/2026,"1,368.83",Fraud Suspected,Suspicious high-value payment disputed by customer.,PENDING_BANK,01-Mar-2026,HIGH,Call Center
CBK0002364,TXN00001342,USR 61151,MCH5245,2026-02-23 23:42:23,03/03/2026,"Rs. 2,534",incorrect amount,Customer complaint text unclear due to poor call center notes.,IN_PROGRESS,1774345343,HIGH,ivr
CBK0000474,TXN00009795,USR24690,MCH8976,27-Mar-2026,1774602751,"₹1,506.67",double debit,Suspicious high-value payment disputed by customer.,RESOLVED,22-Apr-2026,P4,IVR
CBK0001677,TXN00005417,USR 53957,MCH2848,02/01/2026,,"INR 2,380.30",delivery issue,Payment made to unknown merchant as per customer statement.,Closed,02/02/2026,Medium,App
CBK0002352,TXN00009981,USR 92382,MCH2075,11/03/2026,03-12-2026,1850.41,FRAUD,Customer says transaction was not authorized.,CLOSED,28/03/2026 10:00 AM,H,Call Center
CBK0000055,TXN00017357,USR15485,MCH3992,27/03/2026,29/03/2026,"₹3,043.82",complaint,User claims account was compromised before txn.,IN_PROGRESS,,P1,chatbot
CBK0002441,TXN00007492,usr71182,MCH9948,,03-12-2026,1969.45,Duplicate Debit,Customer says transaction was not authorized.,OPEN,,P4,chatbot
CBK0001193,TXN00014849,USR-27328,MCH4912,19-Jan-2026,30/01/2026,"Rs. 2,302",double debit,merchant service was not delivered after payment.,REJECTED,2026-02-09 00:04:06,P2,Branch
CBK0002705,TXN00005717,USR91772,MCH2757,2026-01-19 17:45:15,22/01/2026,2449.38,Wrong Amount,Customer complaint text unclear due to poor call center notes.,PENDING_BANK,01-24-2026,P4,IVR
CBK0001851,TXN00006293,USR95875,MCH2065,02-27-2026,07-Mar-2026,"INR 2,387.22",delivery issue,Merchant service was not delivered after payment.,Pending Bank,30-Mar-2026,P3,IVR
CBK0002384,TXN00005874,USR26867,MCH-5264,,2026-03-06 03:25:03,,DUP_DEBIT,User says UPI PIN was not entered by them.,Resolved,03-22-2026,MEDIUM,Email
CBK0001729,txn-00002228,USR 56148,MCH6141,09/02/2026 09:11 AM,13/02/2026,INR 378.30,Wrong Amount,User claims account was compromised before transaction.,Pending Bank,03-01-2026,H,chatbot
CBK0001485,TXN00000921,USR25087,MCH2266,2026-03-03 18:48:32,03-08-2026,"1,585.45",service failed,user claims account was compromised before transaction.,CLOSED,,Low,Email
CBK0002550,TXN00001381,USR44152,MCH 1993,,03-09-2026,"INR 1,001.43",incorrect amount,User claims account was compromised before transaction.,IN_PROGRESS,,P4,ivr
CBK0001475,TXN00017932,USR30591,MCH4204,01-28-2026,,"INR 4,452.54",no service,Suspicious high-value payment disputed by customer. details missing,OPEN,1771850335,P1,Branch
CBK0000033,TXN00009708,USR97772,MCH-5076,18-Jan-2026,2026-01-24 11:33:49,3007.22,amount mismatch,merchant service was not delivered after payment.,Rejected,18/02/2026,High,ivr
CBK0001804,TXN00008462,USR 37261,MCH2030,2026-03-04 19:34:51,06/03/2026,-884.33,Unauthorized Transaction,Customer says amount was debited twice.,Rejected,2026-03-11 01:34:51,LOW,Email
CBK0000724,txn-00001310,USR27947,MCH2065,1770965937,2026/02/16,"₹2,026.30",unauth txn,Merchant service was not delivered after payment.,Open,17/02/2026,L,Branch
CBK0002240,TXN00000019,USR40246,mch4062,26-Feb-2026,01/03/2026 01:49 AM,377.11,suspicious transaction,Customer says amount was debited twice.,In Progress,2026-03-08 01:49:15,High,chatbot
CBK0001379,TXN00010182,USR52335,MCH5954,31/03/2026,04-02-2026,"INR 1,252.47",ATO,User says UPI PIN was not entered by them.,CLOSED,26/04/2026,LOW,Branch
CBK0000668,TXN00011231,usr61576,7063,03-19-2026,03-15-2026,4533.6,not done by me,User reports money deducted but merchant denies receiving payment. details missing,PENDING_BANK,04-03-2026,M,IVR
CBK0000799,TXN00012446,USR75853,2771,02/02/2026 10:34 PM,03/02/2026 09:34 PM,"INR 1,105.07",unauthorized_transaction,Customer says transaction was not authorized.,Rejected,,M,ivr
CBK0000762,TXN00003810,USR65062,MCH5911,23/01/2026,25/01/2026,₹861.41,Merchant Not Delivered,User reports money deducted but merchant denies receiving payment.,IN_PROGRESS,12/02/2026,Medium,IVR
CBK0002241,TXN00009947,USR 75572,MCH 3262,01/01/2026,01-03-2026,,Account Takeover,Merchant service was not delivered after payment. pls check asap,Open,2026/01/07,High,Branch
CBK0000120,TXN00005470,usr35882,MCH 5805,03-24-2026,25/03/2026,INR 881.56,complaint,COMPLAINT RECEIVED AFTER MULTIPLE FAILED ATTEMPTS.,OPEN,,M,chatbot
CBK0001486,TXN00012555,usr32962,MCH5076,08-Jan-2026,,2740.59,customer issue,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,Pending Bank,09-Jan-2026,Low,IVR
CBK0000278,TXN00018188,USR33934,MCH1639,03/01/2026,05/01/2026,609.57,customer issue,Payment made to unknown merchant as per customer statement.,In Progress,02-03-2026,P1,Branch
CBK0001433,TXN00011103,USR93242,MCH9047,2026-01-02 23:19:14,02-Feb-2026,"INR 5,968.43",double debit,Suspicious high-value payment disputed by cust.,Resolved,25/02/2026 04:19 AM,P4,Branch
CBK0000423,TXN00012405,USR33721,mch8247,26/01/2026 09:04 PM,2026/02/11,"Rs. 1,837",charged twice,User claims account was compromised before transaction.,Rejected,03-12-2026,Medium,Branch
CBK0001435,TXN00004594,USR40538,MCH1070,2026/01/16,16/01/2026 09:36 PM,262.38,fraud,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,WIP,02/02/2026,P4,IVR
CBK0001616,TXN00009207,USR 49823,MCH8953,02-04-2026,06-Feb-2026,"Rs. 4,915",Wrong Amount,Suspicious high-value payment disputed by customer.,Open,,HIGH,chatbot
CBK0001552,TXN00014793,USR 10598,mch1855,21/01/2026 06:47 PM,23/01/2026,₹641.02,item not received,USER CLAIMS ACCOUNT WAS COMPROMISED BEFORE TRANSACTION.,IN_PROGRESS,02-Feb-2026,P2,chatbot
CBK0002116,TXN00018024,USR18423,MCH9655,2026-02-26 02:31:01,28-Feb-2026,,Merchant Not Delivered,user says upi pin was not entered by them.,CLOSED,1774128661,MEDIUM,chatbot
CBK0001293,TXN00010530,USR99535,MCH4181,1774116855,1774383255,7652.76,DUP_DEBIT,User claims account was compromised before transaction.,Pending Bank,21-Apr-2026,P2,App
CBK0000110,txn-00005150,USR19275,MCH7578,03/01/2026,01/01/2026,"INR 2,477.97",account hacked,Customer complaint text unclear due to poor call center notes.,Rejected,1768935374,MEDIUM,Call Center
CBK0000851,TXN00015265,USR52830,MCH-1188,01-Feb-2026,05/02/2026,"₹9,117.57",scam,User says UPI PIN was not entered by them.,CLOSED,2026/02/18,M,IVR
CBK0000664,TXN00014659,USR74769,MCH9010,1773323618,15/03/2026 10:53 PM,1093.6,Unauthorized Transaction,suspicious high-value payment disputed by customer.,Open,21/03/2026,CRIT,App
CBK0000737,txn-00008826,85122,MCH9786,01-14-2026,01-24-2026,1347.43,login compromised,Complaint received after multiple failed attempts.,Open,,Low,Email
CBK0001284,txn-00000281,USR46321,MCH 9422,2026/01/10,,-1426.33,item not received,User claims account was compromised before transaction.,REJECTED,11-Feb-2026,HIGH,Call Center
CBK0002010,TXN00008590,USR58106,MCH9878,01/02/2026,06-Feb-2026,"Rs. 2,830",incorrect amount,User claims account was compromised before transaction.,OPEN,04/03/2026 04:37 PM,M,Email
CBK0002245,,USR77262,MCH9007,,13/03/2026 07:52 AM,Rs. 279,double debit,Payment made to unknown merchant as per cust statement.,In Progress,,M,chatbot
CBK0002235,TXN00009348,USR81487,MCH6056,03-17-2026,2026/05/01,2309.36,double debit,CUSTOMER SAYS AMOUNT WAS DEBITED TWICE.,In Progress,,Low,CHATBOT
CBK0001762,TXN00011289,USR14871,MCH4080,2026/02/19,27-Feb-2026,1035.0,item not received,User reports money deducted but merchant denies receiving payment.,WIP,2026-03-22 04:25:49,High,Branch
CBK0001604,TXN00019626,USR38245,MCH7973,09/02/2026,2026/02/13,Rs. 781,fraud,Suspicious high-value payment disputed by customer.,REJECTED,,MEDIUM,Email
CBK0002182,TXN00015499,usr22939,MCH5631,1773210866,2026/03/14,1792.1,delivery issue,Customer says transaction was not authorized.,In Progress,,LOW,IVR
CBK0000904,,USR 46902,MCH9120,24/03/2026,26/03/2026 07:54 PM,,Wrong Amount,Suspicious high-value payment disputed by customer.,IN_PROGRESS,10/04/2026 07:54 PM,L,CHATBOT
CBK0002381,TXN00011829,usr54103,MCH7837,,01-19-2026,,suspicious transaction,Customer says transaction was not authorized.,Open,28/01/2026,High,Call Center
CBK0000835,TXN00016557,usr_82094,MCH-3363,2026/03/20,2026-03-31 11:25:32,"₹3,670.72",account hacked,User claims account was compromised before transaction. pls check asap,Pending Bank,,P3,Call Center
CBK0000403,TXN00014814,USR43455,mch2055,14/02/2026 04:05 PM,,7081.78,charged twice,Payment made to unknown merchant as per customer statement.,IN_PROGRESS,07/03/2026 11:05 AM,Low,Call Center
CBK0000426,TXN00001222,USR40061,MCH7377,2026/01/13,2026-02-13 02:39:13,10359.87,service failed,User reports money deducted but merchant denies receiving payment.,Open,,P3,Email
CBK0002539,TXN00001614,usr85040,MCH7599,02/02/2026 01:33 AM,04-Feb-2026,"Rs. 13,495",merchant service issue,customer says amount was debited twice.,Pending Bank,,Low,ivr
CBK0000672,TXN94670,USR23466,MCH2383,,19/03/2026,"INR 33,780.71",charged twice,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,WIP,,L,Email
CBK0000170,TXN00016286,USR62841,mch6175,26/01/2026,,800.41,unauthorized_transaction,customer says transaction was not authorized.,WIP,,Medium,ivr
CBK0000632,TXN00016316,USR44482,MCH7297,01-10-2026,13-Jan-2026,"Rs. 5,742",dispute raised,User says UPI PIN was not entered by them.,RESOLVED,27-Jan-2026,Low,Call Center
CBK0002133,TXN00010760,USR68349,MCH2383,,1768621380,1471.98,complaint,Customer complaint text unclear due to poor call center notes.,WIP,02-04-2026,M,Branch
CBK0001183,TXN00017897,USR88749,MCH7263,2026/01/25,2026-01-27 22:56:59,"₹1,234.00",dispute raised,Customer complaint text unclear due to poor call center notes.,Resolved,17/02/2026 10:56 PM,MEDIUM,Branch
CBK0000342,TXN00004782,USR30157,MCH5825,23-Jan-2026,26/01/2026,779.81,customer issue,Customer complaint text unclear due to poor call center notes.,Rejected,2026/02/07,MEDIUM,Call Center
CBK0001451,TXN00003075,USR 13134,MCH6033,01-19-2026,02-03-2026,"₹2,267.96",extra amount deducted,User claims account was compromised before transaction.,OPEN,2026/02/12,LOW,Email
CBK0002072,TXN00004967,USR42423,MCH8097,21/02/2026 04:46 AM,24/02/2026 07:46 AM,-952.74,charged twice,Suspicious high-value payment disputed by customer.,RESOLVED,,LOW,Call Center
CBK0002486,txn-00007604,usr_66432,MCH6076,14/02/2026 08:40 PM,20/02/2026,440.35,delivery issue,Merchant service was not delivered after payment.,Open,2026-03-22 18:40:38,Medium,CHATBOT
CBK0001104,TXN00007230,usr60004,MCH-8097,21/03/2026,22-Mar-2026,"₹4,334.18",scam,Suspicious high-value payment disputed by customer.,Resolved,,CRITICAL,App
CBK0000824,TXN78658,USR57147,MCH4226,2026/02/18,01/03/2026,2283.69,extra amount deducted,User says UPI PIN was not entered by them.,Closed,03-25-2026,Critical,IVR
CBK0000049,TXN00009231,usr41135,MCH 3165,2026/03/11,,INR 669.96,scam,Customer complaint text unclear due to poor call center notes.,WIP,18/04/2026,Low,Branch
CBK0000576,TXN00019045,usr_84127,mch4763,02-13-2026,16/02/2026,4841.06,unauthorized_transaction,customer complaint text unclear due to poor call center notes.,PENDING_BANK,21/02/2026,Medium,Branch
CBK0001936,TXN00016714,USR63167,MCH9457,01-09-2026,2026/01/12,,complaint,suspicious high-value payment disputed by customer.,Pending Bank,07/02/2026,P3,IVR
CBK0000103,TXN00008797,USR69455,MCH 2902,2026-03-29 03:22:50,2026/03/31,INR 980.58,account hacked,User says UPI PIN was not entered by them.,Pending Bank,02-Apr-2026,Medium,IVR
CBK0001724,TXN00001257,USR18577,MCH5237,02-06-2026,2026-02-07 03:04:41,"₹2,576.33",Fraud Suspected,customer says transaction was not authorized.,Closed,03-01-2026,L,ivr
CBK0000243,TXN00006922,usr46902,MCH2461,2026/02/13,15/02/2026,-1272.25,suspicious transaction,User claims account was compromised before transaction.,Closed,02-17-2026,P4,App
CBK0000515,TXN00005131,USR30157,MCH-8694,,09/02/2026 07:20 AM,9968.68,customer issue,Payment made to unknown merchant as per customer statement.,Open,,Medium,CHATBOT
CBK0002691,TXN00002791,USR22598,MCH2822,1769547374,11/02/2026,"₹15,201.89",service failed,Customer says transaction was not authorized.,Open,2026-02-23 20:56:14,CRIT,IVR
CBK0001254,TXN00015085,USR72505,MCH4244,23/03/2026 07:03 AM,26/03/2026 10:03 PM,3569.92,charged twice,COMPLAINT RECEIVED AFTER MULTIPLE FAILED ATTEMPTS.,Open,,LOW,Branch
CBK0002569,TXN00012026,USR10288,MCH8779,2026/01/12,,"Rs. 4,655",Account Takeover,Payment made to unknown merchant as per customer statement.,REJECTED,25-Jan-2026,P4,App
CBK0000912,TXN00017717,USR72474,MCH8508,02-19-2026,21-Feb-2026,24414.54,suspicious transaction,Complaint received after multiple failed attempts.,Open,2026/03/11,Low,Email
CBK0000379,TXN00005013,USR11871,MCH1785,2026-02-09 22:37:06,2026-02-12 17:37:06,1946.17,Wrong Amount,User claims account was compromised before transaction.,OPEN,10-Mar-2026,L,App
CBK0000529,TXN00016687,USR79572,MCH 6500,1768047327,2026/01/11,15660.34,Merchant Not Delivered,User reports money deducted but merchant denies receiving payment.,CLOSED,,P3,ivr
CBK0001805,TXN00007244,USR76141,MCH3777,25-Mar-2026,1774651839,3040.89,Account Takeover,User claims account was compromised before transaction.,IN_PROGRESS,04-19-2026,H,CHATBOT
CBK0000881,TXN00009647,USR95891,MCH5076,03-28-2026,2026/04/01,,merchant service issue,User reports money deducted but merchant denies receiving payment.,In Progress,03/04/2026 01:09 AM,Medium,ivr
CBK0001009,TXN00016326,USR34963,MCH9568,2026/03/13,15/03/2026,905.23,incorrect amount,user claims account was compromised before transaction.,IN_PROGRESS,04-12-2026,P4,CHATBOT
CBK0002707,TXN00010218,usr11076,MCH7833,,2026-01-30 06:18:41,Rs. 694,delivery issue,user reports money deducted but merchant denies receiving payment.,Closed,01/03/2026 06:18 AM,MEDIUM,Branch
CBK0001445,TXN00003088,usr27045,MCH 4407,13-Jan-2026,16-Jan-2026,"1,019.25",Fraud Suspected,User says UPI PIN was not entered by them.,OPEN,2026/02/10,M,App
CBK0001702,TXN00003610,USR66677,MCH-8953,2026/01/30,02-03-2026,"₹6,753.79",DUP_DEBIT,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,Closed,2026/02/04,P4,IVR
CBK0002518,TXN00001703,USR 36969,MCH3491,2026/03/13,19/03/2026,"1,926.45",not delivered,User reports money deducted but merchant denies receiving payment.,WIP,,Medium,Email
CBK0001694,TXN51122,USR46938,MCH9841,2026/03/02,2026/03/18,₹348.47,Wrong Amount,Customer says amount was debited twice.,REJECTED,25/03/2026,Low,Email
CBK0000043,TXN00015200,USR15181,MCH-4051,2026-02-12 05:01:35,15-Feb-2026,,incorrect amount,complaint received after multiple failed attempts.,Resolved,08/03/2026,L,ivr
CBK0002493,TXN00014670,USR 79511,MCH9179,2026/03/13,03-19-2026,1969.23,unauth txn,Merchant service was not delivered after payment.,In Progress,2026/04/17,M,IVR
